tunnelparents,srcport,srcipv4,sentpackets,sentipbytes,sentbytes,rcvdpackets,rcvdipbytes,rcvdbytes,rawmsghostname,rawmsghostipv4,rawmsg,protocol,program,missingbytes,metaclass,meta_ts,meta_sp,meta_sip4,meta_rule,meta_oml,meta_omh,meta_mid,meta_iid,meta_i,meta_cid,meta_cbid,localorig,local_resp,history,eventtimeutc,duration,dstport,dstipv4,connstate,connectionid,class,_eventid,__metadata__,srccountry,srccountrycode,srccity,srcdomain,srcisp,srclatitude,srclongitude,srcregion,srcusagetype,dstcountry,dstcountrycode,dstcity,dstdomain,dstisp,dstlatitude,dstlongitude,dstregion,dstusagetype,meta_cbname,msr_ruleids,service
(empty),65174,172.21.25.80,1,64,0,0,0,0,gcidn0699,127.0.0.1,1494257871.485328	CItm2Z1qVOwU3VBEH9	172.21.25.80	65174	172.20.244.16	18888	tcp	-	-	-	-	S0	T	T	0	S	1	64	0	0	(empty),tcp,bro25_conn,0,connection,2017-05-08T15:37:52.745Z,50812,127.0.0.1,bro_conn-1830426979,157,<13>May  8 15:37:52 gcIDN0699 bro25_conn: ,6467234636,1,0.0.0.0/514/tcp,2afd-1817a2b4c,11005,true,true,s,2017-05-08T15:37:51.485Z, ,18888,172.20.244.16,s0,citm2z1qvowu3vbeh9,bro_conn,2b97dc27-c991-4bad-bac1-00f7837121ea#511,"{""id"":""2b97dc27-c991-4bad-bac1-00f7837121ea#511"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""2b97dc27-c991-4bad-bac1-00f7837121ea"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":510,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}", , , , ,private ip address lan, , , ,rsv, , , , ,private ip address lan, , , ,rsv,11005, , 
(empty),58070,172.21.25.80,1,64,0,0,0,0,gcidn0699,127.0.0.1,1494257871.489954	Cerw4kjxLu1OMeP7	172.21.25.80	58070	172.20.244.16	20001	tcp	-	-	-	-	S0	T	T	0	S	1	64	0	0	(empty),tcp,bro25_conn,0,connection,2017-05-08T15:37:52.745Z,50812,127.0.0.1,bro_conn-1830426979,155,<13>May  8 15:37:52 gcIDN0699 bro25_conn: ,6467234638,1,0.0.0.0/514/tcp,2afd-1817a2b4e,11005,true,true,s,2017-05-08T15:37:51.489Z, ,20001,172.20.244.16,s0,cerw4kjxlu1omep7,bro_conn,2b97dc27-c991-4bad-bac1-00f7837121ea#512,"{""id"":""2b97dc27-c991-4bad-bac1-00f7837121ea#512"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""2b97dc27-c991-4bad-bac1-00f7837121ea"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":511,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}", , , , ,private ip address lan, , , ,rsv, , , , ,private ip address lan, , , ,rsv,11005, , 
(empty),29337,172.21.25.80,1,64,0,0,0,0,gcidn0699,127.0.0.1,1494257871.525822	CzuXXLp45bMoYTOs7	172.21.25.80	29337	172.20.244.16	98	tcp	-	-	-	-	S0	T	T	0	S	1	64	0	0	(empty),tcp,bro25_conn,0,connection,2017-05-08T15:37:52.745Z,50812,127.0.0.1,bro_conn-1830426979,153,<13>May  8 15:37:52 gcIDN0699 bro25_conn: ,6467234642,1,0.0.0.0/514/tcp,2afd-1817a2b52,11005,true,true,s,2017-05-08T15:37:51.525Z, ,98,172.20.244.16,s0,czuxxlp45bmoytos7,bro_conn,2b97dc27-c991-4bad-bac1-00f7837121ea#514,"{""id"":""2b97dc27-c991-4bad-bac1-00f7837121ea#514"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""2b97dc27-c991-4bad-bac1-00f7837121ea"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":513,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}", , , , ,private ip address lan, , , ,rsv, , , , ,private ip address lan, , , ,rsv,11005, , 
(empty),26793,172.21.25.80,1,64,0,0,0,0,gcidn0699,127.0.0.1,1494257871.538114	CRaIEfScWXe0qfbq1	172.21.25.80	26793	172.20.244.16	257	tcp	-	-	-	-	S0	T	T	0	S	1	64	0	0	(empty),tcp,bro25_conn,0,connection,2017-05-08T15:37:52.745Z,50812,127.0.0.1,bro_conn-1830426979,154,<13>May  8 15:37:52 gcIDN0699 bro25_conn: ,6467234644,1,0.0.0.0/514/tcp,2afd-1817a2b54,11005,true,true,s,2017-05-08T15:37:51.538Z, ,257,172.20.244.16,s0,craiefscwxe0qfbq1,bro_conn,2b97dc27-c991-4bad-bac1-00f7837121ea#515,"{""id"":""2b97dc27-c991-4bad-bac1-00f7837121ea#515"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""2b97dc27-c991-4bad-bac1-00f7837121ea"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":514,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}", , , , ,private ip address lan, , , ,rsv, , , , ,private ip address lan, , , ,rsv,11005, , 
(empty),32570,172.21.25.80,1,64,0,0,0,0,gcidn0699,127.0.0.1,1494257871.387120	C3VkWT3KOlURz6kRQl	172.21.25.80	32570	172.20.244.16	3094	tcp	-	-	-	-	S0	T	T	0	S	1	64	0	0	(empty),tcp,bro25_conn,0,connection,2017-05-08T15:37:52.746Z,50812,127.0.0.1,bro_conn-1830426979,156,<13>May  8 15:37:52 gcIDN0699 bro25_conn: ,6467234673,1,0.0.0.0/514/tcp,2afd-1817a2b71,11005,true,true,s,1970-01-01T00:24:54.257Z, ,3094,172.20.244.16,s0,c3vkwt3kolurz6krql,bro_conn,2b97dc27-c991-4bad-bac1-00f7837121ea#517,"{""id"":""2b97dc27-c991-4bad-bac1-00f7837121ea#517"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""2b97dc27-c991-4bad-bac1-00f7837121ea"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":516,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}", , , , ,private ip address lan, , , ,rsv, , , , ,private ip address lan, , , ,rsv,11005, , 
(empty),54134,172.21.25.80,1,64,0,0,0,0,gcidn0699,127.0.0.1,1494257871.390107	CgfWsy4rp6334OHW8i	172.21.25.80	54134	172.20.244.16	3253	tcp	-	-	-	-	S0	T	T	0	S	1	64	0	0	(empty),tcp,bro25_conn,0,connection,2017-05-08T15:37:52.746Z,50812,127.0.0.1,bro_conn-1830426979,156,<13>May  8 15:37:52 gcIDN0699 bro25_conn: ,6467234675,1,0.0.0.0/514/tcp,2afd-1817a2b73,11005,true,true,s,2017-05-08T15:37:51.390Z, ,3253,172.20.244.16,s0,cgfwsy4rp6334ohw8i,bro_conn,2b97dc27-c991-4bad-bac1-00f7837121ea#518,"{""id"":""2b97dc27-c991-4bad-bac1-00f7837121ea#518"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""2b97dc27-c991-4bad-bac1-00f7837121ea"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":517,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}", , , , ,private ip address lan, , , ,rsv, , , , ,private ip address lan, , , ,rsv,11005, , 
(empty),50433,199.255.153.253,216,12518,3854,208,278096,269132,gcbrw0699,127.0.0.1,1494257898.233037	Crj7hp3QXVxD8fc7S4	199.255.153.253	50433	172.217.10.110	443	tcp	ssl	92.319865	3854	269132	SF	F	F	0	ShADadgc	216	12518	208	278096	(empty),tcp,bro25_conn,0,connection,2017-05-08T15:39:58.068Z,39050,127.0.0.1,bro_conn-1830426979,196,<13>May  8 15:39:58 gcBRW0699 bro25_conn: ,4078309166,1,0.0.0.0/514/tcp,2b04-f3160f2e,11012,false,false,shadadgc,2017-05-08T15:38:18.233Z,92.319865,443,172.217.10.110,sf,crj7hp3qxvxd8fc7s4,bro_conn,2b97dc27-c991-4bad-bac1-00f7837121ea#524,"{""id"":""2b97dc27-c991-4bad-bac1-00f7837121ea#524"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""2b97dc27-c991-4bad-bac1-00f7837121ea"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":523,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",united states,us,new york city,global.com,global com,40.752193450927734,-73.9742202758789,new york,org,united states,us,mountain view,google.com,google inc.,37.40599060058594,-122.0785140991211,california,ses,11012, ,ssl
(empty),60262,199.255.153.253,8,979,647,6,1311,1059,gcbrw0699,127.0.0.1,1494257930.526739	CUx2E94qNLbEkwyYZ1	199.255.153.253	60262	54.89.50.71	443	tcp	ssl	60.061196	647	1059	RSTO	F	F	0	ShADadfR	8	979	6	1311	(empty),tcp,bro25_conn,0,connection,2017-05-08T15:39:58.068Z,39050,127.0.0.1,bro_conn-1830426979,184,<13>May  8 15:39:58 gcBRW0699 bro25_conn: ,4078309169,1,0.0.0.0/514/tcp,2b04-f3160f31,11012,false,false,shadadfr,2017-05-08T15:38:50.526Z,60.061196,443,54.89.50.71,rsto,cux2e94qnlbekwyyz1,bro_conn,2b97dc27-c991-4bad-bac1-00f7837121ea#525,"{""id"":""2b97dc27-c991-4bad-bac1-00f7837121ea#525"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""2b97dc27-c991-4bad-bac1-00f7837121ea"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":524,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",united states,us,new york city,global.com,global com,40.752193450927734,-73.9742202758789,new york,org,united states,us,ashburn,amazon.com,amazon technologies inc.,39.04372024536133,-77.48748779296875,virginia,dch,11012, ,ssl
(empty),63469,199.255.153.253,3,1511,1427,3,1498,1414,gcbrw0699,127.0.0.1,1494257935.657106	CLv1Xe1VyMtcknRZTh	199.255.153.253	63469	172.217.10.97	443	udp	-	0.006950	1427	1414	SF	F	F	0	Dd	3	1511	3	1498	(empty),udp,bro25_conn,0,connection,2017-05-08T15:39:58.068Z,39050,127.0.0.1,bro_conn-1830426979,177,<13>May  8 15:39:58 gcBRW0699 bro25_conn: ,4078309171,1,0.0.0.0/514/tcp,2b04-f3160f33,11012,false,false,dd,2017-05-08T15:38:55.657Z,0.00695,443,172.217.10.97,sf,clv1xe1vymtcknrzth,bro_conn,2b97dc27-c991-4bad-bac1-00f7837121ea#526,"{""id"":""2b97dc27-c991-4bad-bac1-00f7837121ea#526"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""2b97dc27-c991-4bad-bac1-00f7837121ea"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":525,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",united states,us,new york city,global.com,global com,40.752193450927734,-73.9742202758789,new york,org,united states,us,mountain view,google.com,google inc.,37.40599060058594,-122.0785140991211,california,ses,11012, , 
(empty),50438,199.255.153.253,15,2961,2349,10,6418,6006,gcbrw0699,127.0.0.1,1494257900.983547	CIBkLk3vZVzSXwUXSi	199.255.153.253	50438	172.217.10.110	443	tcp	ssl	89.567371	2349	6006	SF	F	F	0	ShADadgc	15	2961	10	6418	(empty),tcp,bro25_conn,0,connection,2017-05-08T15:39:58.068Z,39050,127.0.0.1,bro_conn-1830426979,189,<13>May  8 15:39:58 gcBRW0699 bro25_conn: ,4078309191,1,0.0.0.0/514/tcp,2b04-f3160f47,11012,false,false,shadadgc,2017-05-08T15:38:20.983Z,89.567371,443,172.217.10.110,sf,cibklk3vzvzsxwuxsi,bro_conn,2b97dc27-c991-4bad-bac1-00f7837121ea#528,"{""id"":""2b97dc27-c991-4bad-bac1-00f7837121ea#528"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""2b97dc27-c991-4bad-bac1-00f7837121ea"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":527,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",united states,us,new york city,global.com,global com,40.752193450927734,-73.9742202758789,new york,org,united states,us,mountain view,google.com,google inc.,37.40599060058594,-122.0785140991211,california,ses,11012, ,ssl
(empty),50404,199.255.153.253,348,21422,7490,325,458392,445380,gcbrw0699,127.0.0.1,1494257877.965778	CfqJA4jTqgEd5mNXe	199.255.153.253	50404	172.217.10.99	443	tcp	ssl	112.586745	7490	445380	SF	F	F	0	ShADadgc	348	21422	325	458392	(empty),tcp,bro25_conn,0,connection,2017-05-08T15:39:58.068Z,39050,127.0.0.1,bro_conn-1830426979,195,<13>May  8 15:39:58 gcBRW0699 bro25_conn: ,4078309194,1,0.0.0.0/514/tcp,2b04-f3160f4a,11012,false,false,shadadgc,2017-05-08T15:37:57.965Z,112.586745,443,172.217.10.99,sf,cfqja4jtqged5mnxe,bro_conn,2b97dc27-c991-4bad-bac1-00f7837121ea#529,"{""id"":""2b97dc27-c991-4bad-bac1-00f7837121ea#529"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""2b97dc27-c991-4bad-bac1-00f7837121ea"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":528,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",united states,us,new york city,global.com,global com,40.752193450927734,-73.9742202758789,new york,org,united states,us,mountain view,google.com,google inc.,37.40599060058594,-122.0785140991211,california,ses,11012, ,ssl
(empty),49782,199.255.153.253,8,2433,2101,6,2105,1853,gcbrw0699,127.0.0.1,1494257990.697912	CMJk4l240C49DIi7Oi	199.255.153.253	49782	34.195.92.116	443	tcp	ssl	0.062619	2101	1853	SF	F	F	0	ShADadgc	8	2433	6	2105	(empty),tcp,bro25_conn,0,connection,2017-05-08T15:39:58.068Z,39050,127.0.0.1,bro_conn-1830426979,185,<13>May  8 15:39:58 gcBRW0699 bro25_conn: ,4078309200,1,0.0.0.0/514/tcp,2b04-f3160f50,11012,false,false,shadadgc,2017-05-08T15:39:50.697Z,0.062619,443,34.195.92.116,sf,cmjk4l240c49dii7oi,bro_conn,2b97dc27-c991-4bad-bac1-00f7837121ea#532,"{""id"":""2b97dc27-c991-4bad-bac1-00f7837121ea#532"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""2b97dc27-c991-4bad-bac1-00f7837121ea"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":531,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",united states,us,new york city,global.com,global com,40.752193450927734,-73.9742202758789,new york,org,united states,us,ashburn,amazon.com,amazon technologies inc.,39.04372024536133,-77.48748779296875,virginia,dch,11012, ,ssl
(empty),51520,199.255.153.253,8,1730,1398,8,730,406,gcbrw0699,127.0.0.1,1494257988.606319	C1MU5TsTliIwcsb18	199.255.153.253	51520	169.45.253.37	443	tcp	ssl	2.562070	1398	406	SF	F	F	0	ShADadgc	8	1730	8	730	(empty),tcp,bro25_conn,0,connection,2017-05-08T15:39:58.068Z,39050,127.0.0.1,bro_conn-1830426979,182,<13>May  8 15:39:58 gcBRW0699 bro25_conn: ,4078309204,1,0.0.0.0/514/tcp,2b04-f3160f54,11012,false,false,shadadgc,2017-05-08T15:39:48.606Z,2.56207,443,169.45.253.37,sf,c1mu5tstliiwcsb18,bro_conn,2b97dc27-c991-4bad-bac1-00f7837121ea#533,"{""id"":""2b97dc27-c991-4bad-bac1-00f7837121ea#533"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""2b97dc27-c991-4bad-bac1-00f7837121ea"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":532,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",united states,us,new york city,global.com,global com,40.752193450927734,-73.9742202758789,new york,org,netherlands,nl,amsterdam,softlayer.com,cedato technologies ltd.,52.37403106689453,4.889689922332764,noord-holland,dch,11012, ,ssl
(empty),52623,199.255.153.253,12,868,352,10,6020,5608,gcbrw0699,127.0.0.1,1494257985.516872	C6TaBKBfEg0SpN7bc	199.255.153.253	52623	74.220.195.91	443	tcp	ssl	5.678212	352	5608	SF	F	F	0	ShADadgcR	12	868	10	6020	(empty),tcp,bro25_conn,0,connection,2017-05-08T15:39:58.068Z,39050,127.0.0.1,bro_conn-1830426979,185,<13>May  8 15:39:58 gcBRW0699 bro25_conn: ,4078309206,1,0.0.0.0/514/tcp,2b04-f3160f56,11012,false,false,shadadgcr,2017-05-08T15:39:45.516Z,5.678212,443,74.220.195.91,sf,c6tabkbfeg0spn7bc,bro_conn,2b97dc27-c991-4bad-bac1-00f7837121ea#534,"{""id"":""2b97dc27-c991-4bad-bac1-00f7837121ea#534"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""2b97dc27-c991-4bad-bac1-00f7837121ea"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":533,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",united states,us,new york city,global.com,global com,40.752193450927734,-73.9742202758789,new york,org,united states,us,provo,unifiedlayer.com,unified layer,40.21390914916992,-111.63407135009766,utah,dch,11012, ,ssl
(empty),43847,192.168.50.10,53,25580,11408,50,4052,718,gczaf0699,127.0.0.1,1494257599.644704	CDcXoG2Ok4KQGrP8U6	192.168.50.10	43847	192.168.21.10	7800	tcp	-	6.606000	11408	718	SF	T	T	0	ShADadgcgc	53	25580	50	4052	(empty),tcp,bro25_conn,0,connection,2017-05-08T15:33:33.178Z,36462,127.0.0.1,bro_conn-1830426979,187,<13>May  8 15:33:33 gcZAF0699 bro25_conn: ,265172420,1,0.0.0.0/514/tcp,2b02-fce35c4,11010,true,true,shadadgcgc,2017-05-08T15:33:19.644Z,6.606,7800,192.168.21.10,sf,cdcxog2ok4kqgrp8u6,bro_conn,2b97dc27-c991-4bad-bac1-00f7837121ea#695,"{""id"":""2b97dc27-c991-4bad-bac1-00f7837121ea#695"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""2b97dc27-c991-4bad-bac1-00f7837121ea"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":694,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}", , , , ,private ip address lan, , , ,rsv, , , , ,private ip address lan, , , ,rsv,11010,"[""1.1.2430""]", 
(empty),62982,199.255.153.253,9,1439,1067,7,1972,1680,gcbrw0699,127.0.0.1,1494257731.770707	CAkvLm1HJM1MKTOutk	199.255.153.253	62982	23.33.114.120	80	tcp	http	0.174966	1067	1680	SF	F	F	0	ShADadgc	9	1439	7	1972	(empty),tcp,bro25_conn,0,connection,2017-05-08T15:35:38.627Z,39050,127.0.0.1,bro_conn-1830426979,185,<13>May  8 15:35:38 gcBRW0699 bro25_conn: ,4078160468,1,0.0.0.0/514/tcp,2b04-f313ca54,11012,false,false,shadadgc,2017-05-08T15:35:31.770Z,0.174966,80,23.33.114.120,sf,cakvlm1hjm1mktoutk,bro_conn,2b97dc27-c991-4bad-bac1-00f7837121ea#698,"{""id"":""2b97dc27-c991-4bad-bac1-00f7837121ea#698"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""2b97dc27-c991-4bad-bac1-00f7837121ea"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":697,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",united states,us,new york city,global.com,global com,40.752193450927734,-73.9742202758789,new york,org,united states,us,costa mesa,akamai.com,akamai technologies inc.,33.64112854003906,-117.91867065429688,california,cdn,11012, ,http
(empty),56745,199.255.153.253,3,132,0,1,48,0,gcbrw0699,127.0.0.1,1494257731.981831	CI4XUF1fNsQgC6Ng6	199.255.153.253	56745	208.100.17.188	80	tcp	-	0.088196	0	0	RSTO	F	F	0	ShAR	3	132	1	48	(empty),tcp,bro25_conn,0,connection,2017-05-08T15:35:38.627Z,39050,127.0.0.1,bro_conn-1830426979,171,<13>May  8 15:35:38 gcBRW0699 bro25_conn: ,4078160473,1,0.0.0.0/514/tcp,2b04-f313ca59,11012,false,false,shar,2017-05-08T15:35:31.981Z,0.088196,80,208.100.17.188,rsto,ci4xuf1fnsqgc6ng6,bro_conn,2b97dc27-c991-4bad-bac1-00f7837121ea#700,"{""id"":""2b97dc27-c991-4bad-bac1-00f7837121ea#700"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""2b97dc27-c991-4bad-bac1-00f7837121ea"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":699,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",united states,us,new york city,global.com,global com,40.752193450927734,-73.9742202758789,new york,org,united states,us,chicago,steadfast.net,steadfast,41.87614822387695,-87.65206909179688,illinois,dch,11012, , 
(empty),54609,199.255.153.253,9,3729,3357,9,2016,1644,gcbrw0699,127.0.0.1,1494257732.280047	CJKUIS3ayRsBFEdCG9	199.255.153.253	54609	34.195.92.116	443	tcp	ssl	0.068900	3357	1644	SF	F	F	0	ShADadgc	9	3729	9	2016	(empty),tcp,bro25_conn,0,connection,2017-05-08T15:35:38.628Z,39050,127.0.0.1,bro_conn-1830426979,185,<13>May  8 15:35:38 gcBRW0699 bro25_conn: ,4078160484,1,0.0.0.0/514/tcp,2b04-f313ca64,11012,false,false,shadadgc,2017-05-08T15:35:32.280Z,0.0689,443,34.195.92.116,sf,cjkuis3ayrsbfedcg9,bro_conn,2b97dc27-c991-4bad-bac1-00f7837121ea#702,"{""id"":""2b97dc27-c991-4bad-bac1-00f7837121ea#702"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""2b97dc27-c991-4bad-bac1-00f7837121ea"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":701,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",united states,us,new york city,global.com,global com,40.752193450927734,-73.9742202758789,new york,org,united states,us,ashburn,amazon.com,amazon technologies inc.,39.04372024536133,-77.48748779296875,virginia,dch,11012, ,ssl
(empty),56754,199.255.153.253,3,132,0,1,48,0,gcbrw0699,127.0.0.1,1494257732.082403	CztMDk2CyagxCT8xii	199.255.153.253	56754	208.100.17.188	80	tcp	-	0.460340	0	0	RSTO	F	F	0	ShAR	3	132	1	48	(empty),tcp,bro25_conn,0,connection,2017-05-08T15:35:38.628Z,39050,127.0.0.1,bro_conn-1830426979,172,<13>May  8 15:35:38 gcBRW0699 bro25_conn: ,4078160489,1,0.0.0.0/514/tcp,2b04-f313ca69,11012,false,false,shar,2017-05-08T15:35:32.082Z,0.46034,80,208.100.17.188,rsto,cztmdk2cyagxct8xii,bro_conn,2b97dc27-c991-4bad-bac1-00f7837121ea#704,"{""id"":""2b97dc27-c991-4bad-bac1-00f7837121ea#704"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""2b97dc27-c991-4bad-bac1-00f7837121ea"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":703,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",united states,us,new york city,global.com,global com,40.752193450927734,-73.9742202758789,new york,org,united states,us,chicago,steadfast.net,steadfast,41.87614822387695,-87.65206909179688,illinois,dch,11012, , 
(empty),56750,199.255.153.253,10,1719,1307,12,14948,14464,gcbrw0699,127.0.0.1,1494257732.024096	C8Fw563nqhD6YRdMth	199.255.153.253	56750	204.154.111.106	80	tcp	http	0.111728	1307	14464	SF	F	F	0	ShADdgca	10	1719	12	14948	(empty),tcp,bro25_conn,0,connection,2017-05-08T15:35:38.628Z,39050,127.0.0.1,bro_conn-1830426979,191,<13>May  8 15:35:38 gcBRW0699 bro25_conn: ,4078160491,1,0.0.0.0/514/tcp,2b04-f313ca6b,11012,false,false,shaddgca,2017-05-08T15:35:32.024Z,0.111728,80,204.154.111.106,sf,c8fw563nqhd6yrdmth,bro_conn,2b97dc27-c991-4bad-bac1-00f7837121ea#705,"{""id"":""2b97dc27-c991-4bad-bac1-00f7837121ea#705"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""2b97dc27-c991-4bad-bac1-00f7837121ea"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":704,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",united states,us,new york city,global.com,global com,40.752193450927734,-73.9742202758789,new york,org,united states,us,wilmington,doubleverify.com,doubleverify inc.,39.738006591796875,-75.55035400390625,delaware,dch,11012, ,http
(empty),56590,199.255.153.253,7,1135,842,6,473,229,gcbrw0699,127.0.0.1,1494257721.812162	CDYr0h4VYsh9EDtdua	199.255.153.253	56590	34.206.132.93	80	tcp	http	10.876793	842	229	SF	F	F	0	ShADadgc	7	1135	6	473	(empty),tcp,bro25_conn,0,connection,2017-05-08T15:35:38.628Z,39050,127.0.0.1,bro_conn-1830426979,183,<13>May  8 15:35:38 gcBRW0699 bro25_conn: ,4078160540,1,0.0.0.0/514/tcp,2b04-f313ca9c,11012,false,false,shadadgc,2017-05-08T15:35:21.812Z,10.876793,80,34.206.132.93,sf,cdyr0h4vysh9edtdua,bro_conn,2b97dc27-c991-4bad-bac1-00f7837121ea#707,"{""id"":""2b97dc27-c991-4bad-bac1-00f7837121ea#707"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""2b97dc27-c991-4bad-bac1-00f7837121ea"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":706,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",united states,us,new york city,global.com,global com,40.752193450927734,-73.9742202758789,new york,org,united states,us,ashburn,amazon.com,amazon technologies inc.,39.04372024536133,-77.48748779296875,virginia,dch,11012, ,http
(empty),35612,199.255.153.253,1,64,0,0,0,0,gcbrw0699,127.0.0.1,1494257437.715301	CEAkSm1Mll4W7sWLFi	199.255.153.253	35612	192.44.68.5	80	tcp	-	-	-	-	OTH	F	F	0	A	1	64	0	0	(empty),tcp,bro25_conn,0,connection,2017-05-08T15:35:38.628Z,39050,127.0.0.1,bro_conn-1830426979,156,<13>May  8 15:35:38 gcBRW0699 bro25_conn: ,4078160541,1,0.0.0.0/514/tcp,2b04-f313ca9d,11012,false,false,a,2017-05-08T15:30:37.715Z, ,80,192.44.68.5,oth,ceaksm1mll4w7swlfi,bro_conn,2b97dc27-c991-4bad-bac1-00f7837121ea#708,"{""id"":""2b97dc27-c991-4bad-bac1-00f7837121ea#708"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""2b97dc27-c991-4bad-bac1-00f7837121ea"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":707,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",united states,us,new york city,global.com,global com,40.752193450927734,-73.9742202758789,new york,org,united states,us,cambridge,crashlytics.com,crashlytics inc,42.36507797241211,-71.10452270507812,massachusetts,com,11012, , 
